pathway	pval	padj	log2err	ES	NES	size	leadingEdge	adjPvalue
HALLMARK_ANGIOGENESIS	0.104529616724739	0.153720024595204	0.181383128498408	-0.438119933565257	-1.33104808466247	36	SERPINA5;COL3A1;POSTN;COL5A2;LUM;PDGFA;VCAN;OLR1;FGFR1;FSTL1;MSX1	non-significant
HALLMARK_TGF_BETA_SIGNALING	0.087248322147651	0.136325503355705	0.195789002148949	-0.412888641032497	-1.36294982023662	54	RAB31;TGFBR1;CDKN1C;BMPR2;THBS1;PMEPA1;SLC20A1;SMAD3;BCAR3;APC;SMURF1;LTBP2;XIAP;KLF10;NCOR2;SMAD1;SERPINE1;SMAD7;TRIM33;SMAD6;SPTBN1;PPM1A;TJP1;SKIL	non-significant
HALLMARK_FATTY_ACID_METABOLISM	0.00610237316821039	0.0132660286265443	0.407017918923954	-0.377317658445279	-1.47091461896844	152	REEP6;HPGD;UGDH;SLC22A5;FASN;MAOA;CRAT;DHCR24;ACOT2;BLVRA;CD36;BMPR1B;SERINC1;LTC4S;ELOVL5;ENO2;AOC3;MGLL;CIDEA;INMT;CPT1A;ETFDH;SUCLG2;ALDOA;PDHB;ECI1;ACOX1;RDH11;HMGCL;CA4;ACADL;ACAA2;HSDL2;PTPRG;ECI2;ADIPOR2;GLUL;CRYZ;HSPH1;GSTZ1;NTHL1;RDH16;GPD2;ALDH3A2;SUCLA2	significant
HALLMARK_ANDROGEN_RESPONSE	0.00884085139855696	0.0176817027971139	0.380730400722792	-0.408886434067799	-1.49385677436308	96	SPDEF;HPGD;CCND1;SORD;SCD;INPP4B;GPD1L;DHCR24;STK39;STEAP4;KRT19;AKAP12;KRT8;BMPR1B;ELOVL5;ABHD2;HOMER2;HERC3;ANKH;PMEPA1;ACSL3;KLK3;TPD52;APPBP2;TSC22D1;ZMIZ1;MAK;PA2G4	significant
HALLMARK_ADIPOGENESIS	0.000661343162521342	0.00183706434033706	0.477270815362862	-0.392053576890423	-1.57612242725961	192	REEP6;CYP4B1;HSPB8;REEP5;FZD4;OMD;TOB1;CRAT;FAH;SPARCL1;LIPE;PTGER3;FABP4;CD36;QDPR;LTC4S;DGAT1;MGLL;CIDEA;SULT1A1;GPX4;ETFB;SOD1;UQCRQ;CD151;SSPN;MAP4K3;ALDOA;UQCR11;SLC27A1;ADIPOQ;ACOX1;DNAJC15;ACADL;ACAA2;STOM;ADCY6;GPHN;PDCD4;SNCG;CCNG2;GPAM;COX6A1;GRPEL1;ADIPOR2;CYC1;GHITM;PFKFB3;PHLDB1;TST;PRDX3;GADD45A;COL15A1;MRAP;GPX3;GPD2;DBT;BAZ2A;BCL6;GBE1;VEGFB;DHRS7;COX8A;LIFR;RMDN3;ARL4A;ITGA7;LEP;SCP2;LPCAT3;PPARG;ELOVL6;LAMA4	significant
HALLMARK_UV_RESPONSE_DN	0.00200612691495514	0.00527928135514511	0.431707695803346	-0.413183398114423	-1.59703082179283	138	IGFBP5;COL11A1;IRS1;COL3A1;COL1A1;COL1A2;GJA1;IGF1R;PDGFRB;INPP4B;DUSP1;COL5A2;SLC22A18;ANXA2;MAGI2;BHLHE40;AMPH;MGLL;APBB2;MMP16;MGMT;AGGF1;CAV1;SRI;SNAI2;PRKAR2B;KCNMA1;BDNF;LPAR1;RUNX1;ICA1;SMAD3;PTPRM;DLC1;MTA1;DAB2	significant
HALLMARK_MYOGENESIS	4.43316832877507e-05	0.000138536510274221	0.557332238758646	-0.429295797128002	-1.73047814529736	196	TNNT1;SPDEF;PPP1R3C;APOD;NQO1;STC2;COL3A1;COL1A1;SCD;CACNA1H;HSPB8;AEBP1;PVALB;SPARC;COX7A1;CRAT;CFD;REEP1;CACNG1;ITGB5;AGL;CAV3;ADCY9;TNNC2;BDKRB2;CD36;CAMK2B;MYOM2;IGFBP7;SGCD;BHLHE40;OCEL1;VIPR1;MYH11;COL6A3;MB;HRC;ERBB3;ATP6AP1;MYL7;SSPN;CHRNG;CDH13;FKBP1B;FST;TAGLN;PFKM;MAPK12;GABARAPL2;CASQ2;PTGIS;TPM2;PLXNB2;MYL2;ADAM12;PGAM2;CTF1;FXYD1;COL15A1;GAA;GPX3;CKMT2;FHL1;MYH8;FABP3;MYBPH	significant
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.60450528758433e-07	1.30225264379216e-06	0.674962860011025	-0.477713240493299	-1.92617314120012	195	AREG;COMP;COL11A1;MATN3;SPOCK1;COL3A1;HTRA1;COL1A1;IGFBP2;FAP;POSTN;COL1A2;GJA1;COL8A2;TIMP3;PDGFRB;THBS2;SFRP4;FBN1;SPARC;FSTL3;COL12A1;EDIL3;ECM2;RHOB;ITGB5;TFPI2;COL5A2;ECM1;CDH11;INHBA;IGFBP4;LUM;LOXL1;LRRC15;SGCD;MFAP5;ITGA2;COL5A1;DCN;WNT5A;PRRX1;NTM;NID2;ENO2;COL6A3;EFEMP2;ACTA2;GPC1;GREM1;MMP14;CTHRC1;VCAN;SGCB;OXTR;THY1;MMP2;SNAI2;FZD8;THBS1;SDC4;PMEPA1;BDNF;CXCL12;SLIT3;VEGFC;TAGLN;GEM;FBLN1;LAMA3;MYL9;MXRA5;FN1;FSTL1;DPYSL3;MSX1;FERMT2;TPM2;DAB2;SLIT2	significant
HALLMARK_ESTROGEN_RESPONSE_LATE	2.2719769621604e-13	1.89331413513367e-12	0.943632225232838	-0.571860008760467	-2.29897503348672	192	AGR2;TFF1;CA12;TFF3;ACOX2;SCUBE2;DHRS2;PDZK1;ANXA9;AREG;NPY1R;TPSAB1;DNAJC12;CHST8;COX6C;RET;CXCL14;MAPT;SERPINA5;PGR;CACNA2D2;CCND1;UGDH;SORD;SCNN1A;CPE;SLC22A5;MYB;OLFM1;NRIP1;HSPB8;TSPAN13;CISH;BLVRB;SULT2B1;PRSS23;SERPINA3;GPER1;EGR3;TOB1;SLC27A2;ABCA3;TFPI2;AMFR;PTGER3;BCL2;DCXR;KRT19;EMP2;IGFBP4;IL6ST;WFS1;RABEP1;ASCL1;CELSR2;ELOVL5;ABHD2;TPBG;RAB31;ARL3;ST6GALNAC2;CYP4F11;PLAC1;ETFB;DLG5;CAV1;XBP1;HOMER2;SOX3;DYNLT3;TJP3;LLGL2;FGFR3;MYOF;SLC24A3;PRKAR2B;MOCS2;GALE;CXCL12;PRLR	significant
HALLMARK_ESTROGEN_RESPONSE_EARLY	1.21992508494625e-19	1.52490635618281e-18	1.14219120216838	-0.637816282788242	-2.5551954501759	190	TFF1;CA12;TFF3;MSMB;SLC7A2;DHRS2;PDZK1;ANXA9;AR;AREG;NPY1R;SLC39A6;MLPH;GFRA1;THSD4;RET;MAPT;SLC1A1;SYBU;PGR;MAST4;CCND1;SCNN1A;STC2;SLC22A5;MYB;SLC19A2;KRT18;ELOVL2;OLFM1;UGCG;ABAT;FASN;NRIP1;HSPB8;GREB1;GJA1;IGF1R;CISH;BLVRB;SULT2B1;PEX11A;PRSS23;RAB17;EGR3;TOB1;SLC27A2;REEP1;ABCA3;AMFR;MPPED2;ADCY1;BCL2;KRT19;ADCY9;IGFBP4;IL6ST;WFS1;KRT8;TSKU;RHOBTB3;TTC39A;BHLHE40;CELSR2;KCNK15;ELOVL5;P2RY2;ABHD2;TPBG;CANT1;RAB31;ARL3;DEPTOR;CELSR1;PMAIP1;XBP1;LRIG1;MED13L;SOX3;DYNLT3;TJP3;TIPARP;CBFA2T3;MYOF;SLC24A3;MREG	significant
