pathway	pval	padj	log2err	ES	NES	size	leadingEdge	adjPvalue
KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES	0.000188991133664664	0.00835610798131623	0.518848077743792	0.832250749880717	1.96000012142325	12	TAP1;HLA-F;HLA-E;HLA-A;HLA-C;HLA-B;B2M;HLA-G;TAP2;CALR;TAPBP	significant
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	0.000174727847609058	0.00831973366692361	0.518848077743792	0.76602153787266	1.95813585138727	16	CYBB;NCF1;NCF2;RAC2;NCF4;FYN;CYBA;PIK3CD	significant
KEGG_MEDICUS_PATHOGEN_HPV_E5_TO_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES	8.6743509613291e-05	0.00488129385914792	0.538434096309916	0.932238527035331	1.95518755138508	7	HLA-F;HLA-E;HLA-A;HLA-C;HLA-B;HLA-G	significant
KEGG_MEDICUS_PATHOGEN_SARS_COV_2_S_TO_ANGII_AT1R_NOX2_SIGNALING_PATHWAY	0.000320489806709101	0.0132255460235289	0.49849310876659	0.806936943530277	1.94667755246053	13	MMP1;CCL2;MMP3;ACE2;CYBB;IL1B;TNF;IL6	significant
KEGG_MEDICUS_REFERENCE_TRAIP_DEPENDENT_REPLISOME_DISASSEMBLY	0.000549521858738573	0.0188974461421765	0.477270815362862	0.770998090923432	1.93065257461464	15	CDC45;MCM2;MCM5;MCM6;MCM3;MCM4;MCM7;VCP;GINS1;GINS2;GINS3;GINS4	significant
KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNA12_13_RHO_SIGNALING_PATHWAY	0.00060597403417418	0.0195678511181605	0.477270815362862	0.794676394531408	1.91709985657202	13	CCL5;CCL4;CCL2;CCL3;CX3CL1	significant
KEGG_MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY	0.000531134944710828	0.0188974461421765	0.477270815362862	0.673184605928822	1.9156470845086	26	STAT1;IFNG;JAK3;IFNGR1;STAT5A;IFNAR2;JAK2;STAT4;STAT2;IFNGR2	significant
KEGG_MEDICUS_PATHOGEN_KSHV_MIR1_2_TO_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES	8.37605445182617e-05	0.00488129385914792	0.538434096309916	0.940197252152101	1.86885698717405	6	HLA-F;HLA-E;HLA-A;HLA-C;HLA-B;HLA-G	significant
KEGG_MEDICUS_REFERENCE_PRE_IC_FORMATION	0.0011299321834642	0.0269010777524747	0.45505986738723	0.658482245031676	1.86830046687072	27	CDC45;CDT1;MCM2;MCM5;MCM6;MCM3;MCM4;TICRR;ORC6;MCM7;CDC6;ORC3;GINS1;GINS2;ORC1;POLE2;GINS3;GINS4;POLE3	significant
KEGG_MEDICUS_REFERENCE_CENPE_INTERACTION_WITH_NDC80_COMPLEX	0.00162188514678856	0.0348121871076165	0.45505986738723	0.802587447127447	1.85940212913432	11	NUF2;NDC80;SPAG5;AURKA;SPC25;AURKB;CENPE;PPP1CB	significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	0.000671084195549739	0.0197810055735852	0.477270815362862	0.614007958136184	1.85105321935573	35	PSMD3;PSMB3;PSMB2;PSMD11;APP;PSMD2;PSMA3;PSMB4;PSMB5;PSMA4;PSMC2;PSMD7;PSMD14;ADRM1;PSMA7;PSMC4;PSMB7;PSMD12;PSMB6;PSMD8;PSMA5;PSMB1;PSMC1;PSMA6	significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	0.000738302864708803	0.0207731578752159	0.477270815362862	0.595025164822754	1.84194756993199	39	PSMD3;PSMB3;PSMB2;PSMD11;PSMD2;VCP;PSMA3;PSMB4;PSMB5;PSMA4;PSMC2;PSMD7;PSMD14;ADRM1;PSMA7;PSMC4;PSMB7;PSMD12;PSMB6;PSMD8;PSMA5;PSMB1;PSMC1;PSMA6	significant
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	0.000821254658683502	0.0221024623358734	0.477270815362862	0.610684616376908	1.84103432240006	35	PSMD3;PSMB3;PSMB2;PSMD11;PSMD2;PSMA3;PSMB4;PSMB5;PSMA4;PSMC2;PSMD7;PSMD14;ADRM1;PSMA7;PSMC4;PSMB7;PSMD12;PSMB6;PSMD8;PSMA5;PRNP;PSMB1;PSMC1;PSMA6	significant
KEGG_MEDICUS_PATHOGEN_HTLV_1_P12_TO_JAK_STAT_SIGNALING_PATHWAY	0.0030710990502538	0.0569474680626861	0.431707695803346	0.873828967199379	1.83268495042917	7	IL2RB;IL2RG;JAK3;STAT5A	non-significant
KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_OUTER_KINETOCHORE	0.00163094253008219	0.0348121871076165	0.45505986738723	0.715890164544098	1.82998796710382	16	CENPW;NUF2;NDC80;CDCA8;BIRC5;SPC25;INCENP;AURKB;ZWINT;PMF1	significant
KEGG_MEDICUS_REFERENCE_NON_CANONICAL_INFLAMMASOME_SIGNALING_PATHWAY	0.00390046933138878	0.0670664032258237	0.431707695803346	0.863983284778004	1.81203556172992	7	CASP1;IL1B;CASP5;CASP4;IL18;NLRP3	non-significant
KEGG_MEDICUS_PATHOGEN_SARS_COV_2_S_TO_CLASSICAL_PATHWAY_OF_COMPLEMENT_CASCADE	0.000355331647735825	0.0137468931217797	0.49849310876659	0.948238513282408	1.81105197828122	5	C1QB;C1QA;C1QC;C1S;C1R	significant
KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	0.00131377150057822	0.0301194281058489	0.45505986738723	0.589859384754486	1.80727507651515	38	PSMD3;PSMB3;PSMB2;PSMD11;PSMD2;PSMA3;PSMB4;PSMB5;PSMA4;PSMC2;PSMD7;PSMD14;ADRM1;PSMA7;PSMC4;PSMB7;PSMD12;PSMB6;PSMD8;PSMA5;PSMB1;PSMC1;PSMA6	significant
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	0.00099242376170583	0.0245724123398364	0.45505986738723	0.583004299025901	1.8047360268713	39	PSMD3;PSMB3;PSMB2;PSMD11;PSMD2;PSMA3;PSMB4;PSMB5;PSMA4;PSMC2;PSMD7;PSMD14;ADRM1;PSMA7;PSMC4;PSMB7;PSMD12;PSMB6;PSMD8;PSMA5;PSMB1;PSMC1;PSMA6	significant
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY	0.00387224669509881	0.0670664032258237	0.431707695803346	0.693073296861353	1.79853294955233	17	WIPF1;ACTR3;ARPC5L;NCK1;ARPC1B;ACTR2;ACTB;NCK2;WIPF2;ARPC2;ARPC5;WIPF3;ARPC4	non-significant
KEGG_MEDICUS_REFERENCE_TYPE_II_INTERFERON_TO_JAK_STAT_SIGNALING_PATHWAY	0.00300644633030705	0.0569474680626861	0.431707695803346	0.697141414403969	1.78206163866135	16	STAT1;IFNG;IFNGR1;JAK2;IFNGR2;IL27	non-significant
KEGG_MEDICUS_REFERENCE_REGULATION_OF_FIBRINOLYTIC_SYSTEM_C1INH	0.00186893397236839	0.0373183912547107	0.45505986738723	0.887367993366989	1.76384675747833	6	SERPING1;C1S;PLAU;C1R	significant
KEGG_MEDICUS_REFERENCE_DEPHOSPHORYLATION_OF_KINETOCHORE	0.00456120108644185	0.0723944480130129	0.407017918923954	0.741634519595561	1.74659349801404	12	TTK;NUF2;NDC80;SKA3;SPC25;AURKB;PPP1CB;SKA1;SKA2;PPP1CA	non-significant
KEGG_MEDICUS_REFERENCE_TLR1_2_4_NFKB_SIGNALING_PATHWAY	0.00423807652383098	0.0690360360066152	0.407017918923954	0.651686299321928	1.74609100106591	20	TLR2;TNF;TLR1;IL6;MYD88;TLR4;NFKBIA;NFKB1;MAP3K7;IRAK1;IKBKG;IL12A	non-significant
KEGG_MEDICUS_REFERENCE_RECRUITMENT_AND_FORMATION_OF_THE_MCC	0.00530735583925822	0.0801281284024594	0.407017918923954	0.788987727122338	1.74325513280875	9	TTK;CDC20;BUB1;NDC80;AURKB;MAD2L1;BUB1B	non-significant
KEGG_MEDICUS_REFERENCE_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	0.00507075351383761	0.078469910626637	0.407017918923954	0.600095634661213	1.7423897878074	29	CYBB;NCF1;NCF2;RAC2;NCF4;FYN;CYBA;CREB3L2;MAPK1;ATF4;PIK3CD	non-significant
KEGG_MEDICUS_REFERENCE_FAS_JNK_SIGNALING_PATHWAY	0.0111882672127501	0.145411245738677	0.380730400722792	0.830642236312364	1.74210924886078	7	FASLG;MAP3K5;FAS	non-significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	0.00312797078211846	0.0569474680626861	0.431707695803346	0.577865411730471	1.74209408292517	35	PSMD3;PSMB3;PSMB2;PSMD11;PSMD2;PSMA3;PSMB4;PSMB5;PSMA4;PSMC2;PSMD7;PSMD14;ADRM1;PSMA7;PSMC4;PSMB7;PSMD12;PSMB6;PSMD8;PSMA5;PSMB1;PSMC1;PSMA6	non-significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	0.00409379807479648	0.0684881353594331	0.407017918923954	0.558176817022199	1.73754707899051	40	PSMD3;PSMB3;PSMB2;PSMD11;PSMD2;DERL1;PSMA3;PSMB4;PSMB5;PSMA4;PSMC2;PSMD7;PSMD14;ADRM1;PSMA7;PSMC4;PSMB7;PSMD12;PSMB6;PSMD8;PSMA5;PSMB1;PSMC1;PSMA6	non-significant
KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P27_CELL_CYCLE_G1_S_N00482	0.00677944583330624	0.0975924876934084	0.407017918923954	0.779692961074075	1.72271850332151	9	CCNE1;E2F3;CCNA2;E2F2;CCNE2;E2F1	non-significant
KEGG_MEDICUS_PATHOGEN_HPV_E7_TO_P27_CELL_CYCLE_G1_S	0.0143848711586663	0.155145846279264	0.380730400722792	0.817869710026785	1.71532137894435	7	CCNE1;E2F3;E2F2;CCNE2;E2F1	non-significant
KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00536	0.0112758316566341	0.145411245738677	0.380730400722792	0.73779989027834	1.70930493838233	11	CDKN2A;CCNE1;E2F3;E2F2;CCNE2;E2F1	non-significant
KEGG_MEDICUS_REFERENCE_CXCL12_CXCR4_PKC_ERK_SIGNALING_PATHAWAY	0.0135268794774812	0.152842751913782	0.380730400722792	0.637465997080295	1.6981692224479	19	PLCG2;PRKCB;CXCR4;MAPK1;PLCB2;PLCB4;PRKCA;RAF1	non-significant
KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS	0.0108718283229988	0.145411245738677	0.380730400722792	0.67478874978924	1.68973523078538	15	FASLG;TNFSF10;CASP10;BID;BAK1;FAS;CASP3	non-significant
KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_P21_CELL_CYCLE_G1_S_N00498	0.0213951862662241	0.194759122041069	0.352487857583619	0.777410491460981	1.68885315648879	8	CCNE1;E2F3;E2F2;CCNE2;E2F1	non-significant
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPT_TO_RAC_SIGNALING_PATHWAY	0.013286606632781	0.152842751913782	0.380730400722792	0.684190288756308	1.68880983091443	14	ACTR3;ARPC5L;ARPC1B;ACTR2;ACTB;ABI1;ARPC2;ARPC5;ARPC4	non-significant
KEGG_MEDICUS_REFERENCE_BCR_PLCG_ITPR_SIGNALING_PATHWAY	0.0213951862662241	0.194759122041069	0.352487857583619	0.777304571279821	1.68862305458735	8	PLCG2;SYK;LYN;BTK;ITPR3;BLNK	non-significant
KEGG_MEDICUS_REFERENCE_IL12_23_TO_JAK_STAT_SIGNALING_PATHWAY	0.0139081953374956	0.153735230605532	0.380730400722792	0.743029432819712	1.685469273123	10	IL12RB2;IL23A;JAK2;STAT4;IL12RB1;STAT3;IL12A	non-significant
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	0.00643924054887849	0.0949021404703759	0.407017918923954	0.558342557501142	1.68323842528532	35	PSMD3;PSMB3;PSMB2;PSMD11;PSMD2;PSMA3;PSMB4;PSMB5;PSMA4;PSMC2;PSMD7;PSMD14;ADRM1;PSMA7;PSMC4;PSMB7;PSMD12;PSMB6;PSMD8;PSMA5;PSMB1;PSMC1;PSMA6	non-significant
KEGG_MEDICUS_REFERENCE_FE_TF_TRANSPORT	0.0221810916438564	0.198986894602132	0.352487857583619	0.801349828465044	1.68067416597989	7	CP;TFRC;STEAP3;SLC11A2;TF	non-significant
KEGG_MEDICUS_REFERENCE_II_BLOOD_GROUP_ANTIGEN_BIOSYNTHESIS	0.0249345652268673	0.211458862288313	0.352487857583619	0.797679503576483	1.67297637906855	7	B3GNT3;B4GALT3;GCNT2;B3GNT4;B4GALT1;B4GALT4	non-significant
KEGG_MEDICUS_PATHOGEN_SHIGELLA_IPGD_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	0.0115504421306082	0.145912728139724	0.380730400722792	0.575772778800938	1.67176788487491	29	CYTH1;NCKAP1L;ACTR3;WASF3;ARPC5L;CYTH4;ARPC1B;PIK3CD;ACTR2;ACTB;ABI1;ARPC2;ARPC5;WASF1;ARPC4	non-significant
KEGG_MEDICUS_REFERENCE_NAD_BIOSYNTHESIS	0.0124582597865573	0.151209074664294	0.380730400722792	0.706772353279776	1.66449101841663	12	IDO1;TDO2;KYNU;KMO;QPRT	non-significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_REL_TO_TRANSCRIPTION	0.0267835149138996	0.211458862288313	0.352487857583619	0.7641875089573	1.66012743695603	8	BIRC3;TRAF1;CD40;BCL2A1;CCND2	non-significant
KEGG_MEDICUS_REFERENCE_CD40_NFKB_SIGNALING_PATHWAY	0.0322832062518684	0.237631800944176	0.321775918075361	0.784560859620277	1.64546259519202	7	CD40;RELB;CD40LG;TRAF2;NFKB2;TRAF3	non-significant
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPB_TO_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	0.00814389649560552	0.114569816608632	0.380730400722792	0.562158455254595	1.64339584929047	30	CYTH1;PIK3CG;ACTR3;WASF3;ARPC5L;CYTH4;ARPC1B;PIK3CD;ACTR2;ACTB;ABI1;ARPC2;ARPC5;WASF1;ARPC4;PIK3CA;PIK3C2B;ACTG1	non-significant
KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_P21_CELL_CYCLE_G1_S_N00497	0.0167448990378611	0.170908270115463	0.352487857583619	0.741990910923476	1.63941645668238	9	CCNE1;E2F3;E2F2;CCNE2;E2F1	non-significant
KEGG_MEDICUS_VARIANT_ERBB2_OVEREXPRESSION_TO_EGF_JAK_STAT_SIGNALING_PATHWAY	0.0341279066339372	0.242818094326519	0.321775918075361	0.780317204239603	1.63656235997105	7	STAT1;ERBB2;VEGFA;EGFR;STAT3	non-significant
KEGG_MEDICUS_REFERENCE_INACTIVATION_OF_CONDENSIN_I	0.0150230803463878	0.157615029396848	0.380730400722792	0.817730536807466	1.62542639200459	6	NCAPD2;SMC4;NCAPG;NCAPH;CSNK2A2	non-significant
KEGG_MEDICUS_REFERENCE_BCR_PLCG_CALCINEURIN_SIGNALING_PATHWAY	0.0171910361237898	0.171633086461708	0.352487857583619	0.624834242172131	1.62145184015068	17	PLCG2;SYK;LYN;BTK;BLNK	non-significant
KEGG_MEDICUS_REFERENCE_CCR5_GNB_G_PLCB_G_PKC_SIGNALING_PATHWAY	0.0191767472238529	0.182621638947153	0.352487857583619	0.569636340111721	1.62098506792139	26	CCL5;CCR5;PRKCB;GNB4;GNGT2;PLCB2;GNG4;PLCB4;GNG7	non-significant
KEGG_MEDICUS_REFERENCE_NUCLEAR_EXPORT_OF_MRNA	0.0168423335654979	0.170908270115463	0.352487857583619	0.556759258086556	1.61656174370425	29	ALYREF;NUP93;NUP155;NUP205;NXT1;NCBP1;NUP210;NUP88;SRSF3;NUP160;NUP85;NUP214;SEH1L;DDX19B;NUP62;NDC1;NXT2	non-significant
KEGG_MEDICUS_REFERENCE_EGF_EGFR_ACTIN_SIGNALING_PATHWAY	0.0145370906045191	0.155145846279264	0.380730400722792	0.59268879276398	1.6127867292312	21	WIPF1;ACTR3;ARPC5L;NCK1;ARPC1B;ACTR2;ACTB;NCK2;WIPF2;ARPC2;ARPC5;WIPF3;ARPC4;SRC;EGFR	non-significant
KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_FIBRINOGEN_TO_FIBRIN	0.0242058048678228	0.211458862288313	0.352487857583619	0.709791366253845	1.61007287909028	10	FCN1;FCN3;FGG	non-significant
KEGG_MEDICUS_REFERENCE_SIALYL_LEWIS_X_ANTIGEN_BIOSYNTHESIS	0.0186630795313216	0.180506972342001	0.352487857583619	0.809878806256758	1.60981928246719	6	FUT3;FUT4;FUT7;ST3GAL6;FUT5	non-significant
KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P27_CELL_CYCLE_G1_S_N00264	0.0267835149138996	0.211458862288313	0.352487857583619	0.68911226310541	1.59650741338757	11	CCNE1;E2F3;CCNA2;E2F2;CCNE2;E2F1;SKP2	non-significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_CCNE_TO_CELL_CYCLE_G1_S	0.0244287969434103	0.211458862288313	0.352487857583619	0.801207995548906	1.59258406385882	6	CCNE1;E2F3;E2F2;E2F1	non-significant
KEGG_MEDICUS_REFERENCE_FANCONI_ANEMIA_PATHWAY	0.0273290936721568	0.211458862288313	0.352487857583619	0.644750385059022	1.59145899418249	14	FANCE;FANCA;UBE2T;FANCC;FANCG;FANCD2;FANCI;FANCB;FANCL	non-significant
KEGG_MEDICUS_REFERENCE_MODIFYING_OF_CONDENSIN_II_SUBUNITS	0.0253391753952851	0.211458862288313	0.352487857583619	0.798187104498033	1.58657935225709	6	CDK1;AURKB;PLK1;NCAPG2;NCAPD3;NCAPH2	non-significant
KEGG_MEDICUS_REFERENCE_CLASSICAL_PATHWAY_OF_COMPLEMENT_CASCADE_C4_C2_TO_C3_CONVERTASE_FORMATION	0.062413507717223	0.362320254424131	0.321775918075361	0.755666911556887	1.58486320359257	7	C1QB;C1QA;C1QC;C2;C1S;C1R	non-significant
KEGG_MEDICUS_REFERENCE_BCR_BCAP_CD19_PI3K_SIGNALING_PATHWAY	0.028578410368261	0.215732146560409	0.352487857583619	0.641536971110668	1.5835272167867	14	CD19;SYK;LYN;CR2;PIK3CD	non-significant
KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY	0.0185876731493769	0.180506972342001	0.352487857583619	0.560985736296435	1.58212576684252	25	CYTH1;ACTR3;WASF3;ARPC5L;CYTH4;ARPC1B;ACTR2;ACTB;ABI1;ARPC2;ARPC5;WASF1;ARPC4	non-significant
KEGG_MEDICUS_REFERENCE_AHR_SIGNALING_PATHWAY	0.0493721873336394	0.33440660385513	0.321775918075361	0.726387320903743	1.57800998728005	8	IL6;VEGFA;PTGS2;CYP1B1	non-significant
KEGG_MEDICUS_REFERENCE_TLR5_NFKB_SIGNALING_PATHWAY	0.025554053668334	0.211458862288313	0.352487857583619	0.602691002847607	1.5639898866815	17	TNF;IL6;MYD88;NFKBIA;NFKB1;MAP3K7;IRAK1;IKBKG;IL12A	non-significant
KEGG_MEDICUS_REFERENCE_CONDENSIN_LOADING	0.0198963151625112	0.186603319478704	0.352487857583619	0.583146865307567	1.56245036127473	20	DNMT3B;TOP2A;KIF4A;NCAPD2;SMC4;NCAPG;NCAPG2;NCAPH;PPP2R5D;PPP2R5C;NCAPD3;SMC2;NCAPH2	non-significant
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION	0.0283163360628118	0.215732146560409	0.352487857583619	0.569441044250666	1.55826731602724	22	TUBB3;KIF2C;TUBB;AURKA;TUBA4A;AURKB;TUBB6;TUBB2A;TUBB4A;TUBA1C;KIF18B;TUBB2B;TUBA1A	non-significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_P27_CELL_CYCLE_G1_S	0.0533049040511727	0.344545165394402	0.287857117255149	0.621840410557342	1.55714755169372	15	CCNE1;E2F3;E2F2;CCNE2;E2F1;CUL1;CKS1B;SKP2	non-significant
KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_PROTHROMBIN_TO_THROMBIN	0.0582909198063908	0.35489049420938	0.321775918075361	0.716083342651013	1.55562553738176	8	FCN1;FCN3	non-significant
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNAQ_PLCB_G_CALCINEURIN	0.0271027657742507	0.211458862288313	0.352487857583619	0.598243976788699	1.55244980436887	17	CCR5;PLCG2;CXCR4;NFATC3;CALM3;PLCG1;NFATC2	non-significant
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYCN_TO_TRANSCRIPTIONAL_REPRESSION	0.0320212735439425	0.237631800944176	0.321775918075361	0.780614652567735	1.55165008661996	6	MYCN;MAX	non-significant
KEGG_MEDICUS_REFERENCE_NLRP3_INFLAMMASOME_SIGNALING_PATHWAY	0.0326311842976655	0.237631800944176	0.321775918075361	0.779129212994255	1.54869743586549	6	CASP1;IL1B;IL18;NLRP3;IL33	non-significant
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY	0.0269910017916765	0.211458862288313	0.352487857583619	0.576574352539414	1.54484034643967	20	ACTR3;WASF3;ARPC5L;ARPC1B;ACTR2;ACTB;ABI1;ARPC2;ARPC5;WASF1;ARPC4	non-significant
KEGG_MEDICUS_REFERENCE_TGFA_EGFR_PLCG_PKC_SIGNALING_PATHWAY	0.0550847457627119	0.351520181722873	0.282013350011725	0.708086525883639	1.53825318469578	8	PLCG2;PRKCB;PRKCA;EGFR;PLCG1	non-significant
KEGG_MEDICUS_PATHOGEN_SARS_COV_2_S_N_TO_LECTIN_PATHWAY_OF_COAGULATION_CASCADE	0.0350708304586748	0.246691409703633	0.321775918075361	0.772148318361473	1.53482131180605	6	FCN1;FCN3	non-significant
KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_INNER_KINETOCHORE	0.0626304801670146	0.362320254424131	0.261663521711573	0.619902166336063	1.53012530273778	14	CENPW;CENPA;CENPO;CENPN;CENPM	non-significant
KEGG_MEDICUS_VARIANT_LOSS_OF_CDKN1B_TO_P27_CELL_CYCLE_G1_S	0.0572033898305085	0.354088983050847	0.276500599254472	0.702136694547598	1.52532772055191	8	CCNE1;E2F3;E2F2;CCNE2;E2F1	non-significant
KEGG_MEDICUS_VARIANT_TEL_AML1_FUSION_TO_TRANSCRIPTIONAL_REPRESSION	0.0572033898305085	0.354088983050847	0.276500599254472	0.657229499329417	1.52264271607645	11	GZMB;HDAC2;CSF2;ELANE	non-significant
KEGG_MEDICUS_REFERENCE_P27_CELL_CYCLE_G1_S	0.0668058455114822	0.372547913257725	0.252961123069611	0.611125588868405	1.50846178229217	14	CCNE1;E2F3;CCNA2;E2F2;CCNE2;E2F1;CUL1;SKP2	non-significant
